Date,BTC_hist_var,ETH_hist_var,SNT_hist_var,EUR_hist_var,BTC_model_var,ETH_model_var,SNT_model_var,EUR_model_var
2023-11-08,-0.051269448103054185,-0.06600246862243586,-0.07993748029548495,-0.007943436930141271,-0.035397188328520665,-0.04462425152155852,-0.08689371910689181,-0.007029695107177863
2023-11-09,-0.05122464775295207,-0.0660016088156417,-0.07990548290014222,-0.007942842478250509,-0.06175797443343871,-0.07791990766224714,-0.09745545046531397,-0.006827671449415061
2023-11-10,-0.05117984740284994,-0.06600074900884753,-0.07987348550479952,-0.007942248026359745,-0.05431041583388425,-0.07104130563198874,-0.08043404816262051,-0.007825268372626381
2023-11-11,-0.051135047052747816,-0.06599988920205338,-0.07984148810945679,-0.007941653574468981,-0.043258611736348165,-0.05669105333820115,-0.07337062727883548,-0.00588636418641653
2023-11-12,-0.05109024670264569,-0.06599902939525921,-0.07980949071411407,-0.007941059122578217,-0.03399630920560128,-0.0416108882765218,-0.09314213521889261,-0.006525831339504455
2023-11-13,-0.05104544635254356,-0.06599816958846505,-0.07977749331877135,-0.007940464670687453,-0.03609904001666734,-0.04527806557210296,-0.09297369716200138,-0.007529091099121891
2023-11-14,-0.05100064600244144,-0.06599730978167088,-0.07974549592342862,-0.007939870218796689,-0.05091492295365749,-0.06104686838178586,-0.10023993798431165,-0.006798075067477253
2023-11-15,-0.050955845652339314,-0.06599644997487672,-0.07971349852808592,-0.007966921153192736,-0.027525655496461746,-0.03587810925718072,-0.08685520014392527,-0.006380566572957748
2023-11-16,-0.05091104530223719,-0.06599559016808257,-0.0796815011327432,-0.00796435715774303,-0.053904075336926864,-0.06803134457121837,-0.08087792361930582,-0.007894883490156813
2023-11-17,-0.05086624495213506,-0.0659947303612884,-0.07964950373740047,-0.007961793162293325,-0.04658952365534895,-0.06006358238160303,-0.08322555314481707,-0.007135201581564743
2023-11-18,-0.05082144460203293,-0.06599387055449424,-0.07961750634205775,-0.007959229166843619,-0.04812657202180741,-0.058696298384226096,-0.09586804358471668,-0.006628504604007465
2023-11-19,-0.05077664425193081,-0.06599301074770007,-0.07958550894671503,-0.007956665171393913,-0.032888589302428786,-0.04419218253732653,-0.08286588886374567,-0.007487316412091778
